20210308,67.44305,8700,Außentemperatur,3.3,&deg;C,8510,Kollektortemperatur 1,46.8,&deg;C,8980,Pufferspeichertemperatur 1,51.3,&deg;C,8830,Trinkwassertemperatur 1,51.2,&deg;C,8832,Trinkwassertemperatur 2,46.2,&deg;C,7750,Trinkwassertemperatur B3,51.2,&deg;C,7820,Fühlertemperatur BX1,46.8,&deg;C,8499,Zustand Kollektorpumpe (Q5),0,0
20210308,67.44375,8700,Außentemperatur,3.3,&deg;C,8510,Kollektortemperatur 1,46.1,&deg;C,8980,Pufferspeichertemperatur 1,51.2,&deg;C,8830,Trinkwassertemperatur 1,51.2,&deg;C,8832,Trinkwassertemperatur 2,46.2,&deg;C,7750,Trinkwassertemperatur B3,51.2,&deg;C,7820,Fühlertemperatur BX1,46.1,&deg;C,8499,Zustand Kollektorpumpe (Q5),0,0
20210308,67.44444,8700,Außentemperatur,3.3,&deg;C,8510,Kollektortemperatur 1,45.5,&deg;C,8980,Pufferspeichertemperatur 1,51.1,&deg;C,8830,Trinkwassertemperatur 1,51.2,&deg;C,8832,Trinkwassertemperatur 2,46.2,&deg;C,7750,Trinkwassertemperatur B3,51.2,&deg;C,7820,Fühlertemperatur BX1,45.5,&deg;C,8499,Zustand Kollektorpumpe (Q5),255,0
20210308,67.44515,8700,Außentemperatur,3.3,&deg;C,8510,Kollektortemperatur 1,48.6,&deg;C,8980,Pufferspeichertemperatur 1,51.1,&deg;C,8830,Trinkwassertemperatur 1,51.2,&deg;C,8832,Trinkwassertemperatur 2,46.3,&deg;C,7750,Trinkwassertemperatur B3,51.2,&deg;C,7820,Fühlertemperatur BX1,48.6,&deg;C,8499,Zustand Kollektorpumpe (Q5),255,0
20210308,67.44583,8700,Außentemperatur,3.3,&deg;C,8510,Kollektortemperatur 1,48.5,&deg;C,8980,Pufferspeichertemperatur 1,51.0,&deg;C,8830,Trinkwassertemperatur 1,51.2,&deg;C,8832,Trinkwassertemperatur 2,46.3,&deg;C,7750,Trinkwassertemperatur B3,51.2,&deg;C,7820,Fühlertemperatur BX1,48.5,&deg;C,8499,Zustand Kollektorpumpe (Q5),0,0
20210308,67.44653,8700,Außentemperatur,3.3,&deg;C,8510,Kollektortemperatur 1,48.0,&deg;C,8980,Pufferspeichertemperatur 1,51.0,&deg;C,8830,Trinkwassertemperatur 1,51.2,&deg;C,8832,Trinkwassertemperatur 2,46.3,&deg;C,7750,Trinkwassertemperatur B3,51.2,&deg;C,7820,Fühlertemperatur BX1,48.0,&deg;C,8499,Zustand Kollektorpumpe (Q5),0,0
20210308,67.44722,8700,Außentemperatur,3.4,&deg;C,8510,Kollektortemperatur 1,47.4,&deg;C,8980,Pufferspeichertemperatur 1,50.9,&deg;C,8830,Trinkwassertemperatur 1,51.2,&deg;C,8832,Trinkwassertemperatur 2,46.2,&deg;C,7750,Trinkwassertemperatur B3,51.2,&deg;C,7820,Fühlertemperatur BX1,47.4,&deg;C,8499,Zustand Kollektorpumpe (Q5),0,0
20210308,67.44792,8700,Außentemperatur,3.4,&deg;C,8510,Kollektortemperatur 1,46.6,&deg;C,8980,Pufferspeichertemperatur 1,50.9,&deg;C,8830,Trinkwassertemperatur 1,51.2,&deg;C,8832,Trinkwassertemperatur 2,46.2,&deg;C,7750,Trinkwassertemperatur B3,51.1,&deg;C,7820,Fühlertemperatur BX1,46.6,&deg;C,8499,Zustand Kollektorpumpe (Q5),0,0
20210308,67.44861,8700,Außentemperatur,3.4,&deg;C,8510,Kollektortemperatur 1,46.0,&deg;C,8980,Pufferspeichertemperatur 1,50.8,&deg;C,8830,Trinkwassertemperatur 1,51.2,&deg;C,8832,Trinkwassertemperatur 2,46.2,&deg;C,7750,Trinkwassertemperatur B3,51.2,&deg;C,7820,Fühlertemperatur BX1,46.1,&deg;C,8499,Zustand Kollektorpumpe (Q5),255,0
20210308,67.44931,8700,Außentemperatur,3.4,&deg;C,8510,Kollektortemperatur 1,49.5,&deg;C,8980,Pufferspeichertemperatur 1,50.9,&deg;C,8830,Trinkwassertemperatur 1,51.2,&deg;C,8832,Trinkwassertemperatur 2,46.2,&deg;C,7750,Trinkwassertemperatur B3,51.2,&deg;C,7820,Fühlertemperatur BX1,49.5,&deg;C,8499,Zustand Kollektorpumpe (Q5),0,0
20210308,67.45000,8700,Außentemperatur,3.5,&deg;C,8510,Kollektortemperatur 1,49.3,&deg;C,8980,Pufferspeichertemperatur 1,50.9,&deg;C,8830,Trinkwassertemperatur 1,51.2,&deg;C,8832,Trinkwassertemperatur 2,46.3,&deg;C,7750,Trinkwassertemperatur B3,51.2,&deg;C,7820,Fühlertemperatur BX1,49.3,&deg;C,8499,Zustand Kollektorpumpe (Q5),0,0
20210308,67.45069,8700,Außentemperatur,3.5,&deg;C,8510,Kollektortemperatur 1,48.9,&deg;C,8980,Pufferspeichertemperatur 1,50.9,&deg;C,8830,Trinkwassertemperatur 1,51.2,&deg;C,8832,Trinkwassertemperatur 2,46.3,&deg;C,7750,Trinkwassertemperatur B3,51.2,&deg;C,7820,Fühlertemperatur BX1,48.9,&deg;C,8499,Zustand Kollektorpumpe (Q5),0,0
